#"Step","Time (ps)","Potential Energy (kJ/mole)","Temperature (K)"
100,0.20000000000000015,0.0,176.13858565627336
200,0.4000000000000003,0.0,157.04936360606587
300,0.6000000000000004,0.0,336.01587015452225
400,0.8000000000000006,0.0,61.605226079050915
500,1.0000000000000007,0.0,11.308287621760828
